subj,stim,mnist_index,cond,acc,rt,conf,conf_rt,sat,noise
58,6,9147,1,1,0.721125584,2,0.721518104,speed focus,High
59,6,9147,1,0.5,0.877679916,2,0.3707005,speed focus,High
60,6,9147,1,1,0.84687398,2.5,0.382314625,speed focus,High
61,6,9147,1,1,0.961054604,4,0.22466175,speed focus,High
62,6,9147,1,1,0.771611708,4,0.162719666,speed focus,High
63,6,9147,1,1,0.55675575,3.5,0.905967521,speed focus,High
64,6,9147,1,1,0.709672084,3.5,0.750717313,speed focus,High
1,8,9174,0,1,0.765886541,2.5,0.482793313,accuracy focus,High
3,8,9174,0,0.5,0.871287813,3,0.425925937,accuracy focus,High
4,8,9174,0,1,0.841257729,2.5,0.433022605,accuracy focus,High
5,8,9174,0,1,0.915069979,2.5,0.280187375,accuracy focus,High
6,8,9174,0,1,0.924647167,4,0.292755355,accuracy focus,High
7,8,9174,0,0.5,0.809388105,4,0.193335355,accuracy focus,High
8,8,9174,0,1,1.325639,4,0.66522175,accuracy focus,High
10,8,9174,0,1,1.021768417,4,0.896429104,accuracy focus,High
11,8,9174,0,1,0.822443395,4,0.461009876,accuracy focus,High
12,8,9174,0,1,0.652073687,4,0.194041625,accuracy focus,High
13,8,9174,0,1,0.513172062,4,0.183458312,accuracy focus,High
14,8,9174,0,0.5,0.685158563,4,0.480123,accuracy focus,High
15,8,9174,0,1,0.733983729,4,0.191608792,accuracy focus,High
17,8,9174,0,0.5,0.84651875,4,0.264078646,accuracy focus,High
18,8,9174,0,0,1.008711583,4,0.95684075,accuracy focus,High
19,8,9174,0,1,0.810785312,3.5,1.096416229,accuracy focus,High
20,8,9174,0,1,1.013556459,3.5,0.346819896,accuracy focus,High
21,8,9174,0,0,0.990320791,1,0.881179084,accuracy focus,High
22,8,9174,0,1,0.994409125,3,0.698102375,accuracy focus,High
23,8,9174,0,0.5,0.865113167,2.5,0.39368775,accuracy focus,High
24,8,9174,0,1,1.012006542,4,0.266798,accuracy focus,High
25,8,9174,0,1,0.858868646,4,0.436673667,accuracy focus,High
26,8,9174,0,0.5,1.308610521,1.5,0.361275521,accuracy focus,High
27,8,9174,0,1,0.616967271,4,0.407862417,accuracy focus,High
28,8,9174,0,0.5,0.957349771,3,1.087256333,accuracy focus,High
29,8,9174,0,0.5,0.780806896,4,0.323612458,accuracy focus,High
30,8,9174,0,0.5,1.665023751,2.5,0.552939896,accuracy focus,High
31,8,9174,0,1,1.147109249,3,0.481119103,accuracy focus,High
32,8,9174,0,1,1.032138875,3.5,0.27514752,accuracy focus,High
33,8,9174,0,1,0.973240938,4,0.514821084,accuracy focus,High
34,8,9174,0,0.5,0.818470416,3.5,1.457664687,accuracy focus,High
35,8,9174,0,1,1.394665896,4,0.721068375,accuracy focus,High
36,8,9174,0,1,0.734745938,4,0.857464772,accuracy focus,High
37,8,9174,0,0.5,0.821003438,1.5,0.386449646,accuracy focus,High
38,8,9174,0,0.5,0.951029688,2.5,0.632774209,accuracy focus,High
39,8,9174,0,1,1.042978146,4,0.777394979,accuracy focus,High
40,8,9174,0,0.5,0.831679021,4,0.410217334,accuracy focus,High
41,8,9174,0,1,1.067882042,4,0.493067313,accuracy focus,High
42,8,9174,0,0.5,0.842946709,4,0.298446688,accuracy focus,High
43,8,9174,0,1,0.735148062,4,0.331339041,accuracy focus,High
44,8,9174,0,1,1.369110125,4,0.183082687,accuracy focus,High
45,8,9174,0,1,0.771400271,4,0.425194688,accuracy focus,High
46,8,9174,0,1,1.047013395,4,0.426229291,accuracy focus,High
47,8,9174,0,1,0.969832,2.5,0.632024209,accuracy focus,High
48,8,9174,0,1,0.74163475,4,0.315607917,accuracy focus,High
49,8,9174,0,1,0.4863065,4,0.29833075,accuracy focus,High
50,8,9174,0,1,0.747851354,4,0.435962354,accuracy focus,High
52,8,9174,0,1,0.964133334,4,0.874428417,accuracy focus,High
53,8,9174,0,1,0.718370771,4,0.250424479,accuracy focus,High
54,8,9174,0,0.5,1.37579252,3,0.922216333,accuracy focus,High
55,8,9174,0,1,0.921003604,3,0.849321541,accuracy focus,High
56,8,9174,0,1,0.696290042,4,0.216354375,accuracy focus,High
57,8,9174,0,1,0.691840437,4,0.224730187,accuracy focus,High
58,8,9174,0,1,1.097105104,3,0.472916083,accuracy focus,High
59,8,9174,0,1,1.373617583,2.5,0.60058473,accuracy focus,High
60,8,9174,0,1,1.07874925,1.5,0.719520917,accuracy focus,High
61,8,9174,0,1,0.903532312,4,0.347349479,accuracy focus,High
62,8,9174,0,1,0.70137148,4,0.209747334,accuracy focus,High
63,8,9174,0,1,0.856107437,3.5,0.783832978,accuracy focus,High
64,8,9174,0,1,0.730430104,3.5,0.733656749,accuracy focus,High
1,3,9203,1,1,0.670266916,4,0.113074083,speed focus,High
3,3,9203,1,1,0.7027445,4,0.291506542,speed focus,High
4,3,9203,1,0.5,0.515812667,1.5,1.228985792,speed focus,High
5,3,9203,1,0,0.81789648,2,0.365755354,speed focus,High
6,3,9203,1,0.5,0.783248563,2.5,0.563102291,speed focus,High
7,3,9203,1,1,1.022167104,2,0.160936833,speed focus,High
8,3,9203,1,1,0.822872917,4,0.161674396,speed focus,High
10,3,9203,1,1,0.772166104,2,0.429920458,speed focus,High
11,3,9203,1,1,1.006916417,3.5,0.379326354,speed focus,High
12,3,9203,1,1,1.121559542,4,0.664997812,speed focus,High
13,3,9203,1,0.5,0.626216021,4,0.34345,speed focus,High
14,3,9203,1,0.5,0.714091291,4,0.463825313,speed focus,High
15,3,9203,1,0,0.305952375,3.5,0.131557855,speed focus,High
17,3,9203,1,0.5,0.809229187,2.5,0.242520458,speed focus,High
18,3,9203,1,0.5,0.706064812,2.5,0.831661583,speed focus,High
19,3,9203,1,0.5,0.774841812,2.5,1.157203562,speed focus,High
20,3,9203,1,1,0.97098625,2,0.553776104,speed focus,High
21,3,9203,1,0.5,1.194882251,1.5,1.402488729,speed focus,High
22,3,9203,1,1,0.553887896,3.5,0.403292292,speed focus,High
23,3,9203,1,1,0.603933125,4,0.105073666,speed focus,High
24,3,9203,1,1,1.239662666,4,0.200800875,speed focus,High
25,3,9203,1,1,0.693108145,1,0.746979771,speed focus,High
26,3,9203,1,1,0.886803124,1,0.178983103,speed focus,High
27,3,9203,1,0.5,0.889381208,4,0.239180853,speed focus,High
28,3,9203,1,1,0.875419916,2.5,1.796203187,speed focus,High
29,3,9203,1,1,0.92054975,4,0.537200666,speed focus,High
30,3,9203,1,0.5,1.574215688,3,0.447997771,speed focus,High
31,3,9203,1,0.5,0.875478292,3.5,0.225483917,speed focus,High
32,3,9203,1,1,0.966356333,2,1.436306959,speed focus,High
33,3,9203,1,1,1.34136625,4,1.091522063,speed focus,High
34,3,9203,1,0,0.620919667,2,0.361477375,speed focus,High
35,3,9203,1,0,1.006178541,2,0.353850854,speed focus,High
36,3,9203,1,0.5,0.791043146,2.5,0.69794677,speed focus,High
37,3,9203,1,0.5,0.810759416,4,0.289323459,speed focus,High
38,3,9203,1,1,1.047718021,4,0.51744898,speed focus,High
39,3,9203,1,0.5,0.75026825,1.5,0.902242938,speed focus,High
40,3,9203,1,1,1.550467167,4,0.507038271,speed focus,High
41,3,9203,1,0.5,1.146605479,3.5,0.23483475,speed focus,High
42,3,9203,1,1,0.951979312,4,0.465634083,speed focus,High
43,3,9203,1,1,0.747638604,4,0.3509525,speed focus,High
44,3,9203,1,0.5,0.77559198,3,0.696695,speed focus,High
45,3,9203,1,0.5,0.779440292,2.5,0.403736979,speed focus,High
46,3,9203,1,0,1.246927333,2.5,0.35520125,speed focus,High
47,3,9203,1,1,0.866128896,3,0.332435104,speed focus,High
48,3,9203,1,0.5,0.796207625,2.5,0.408529458,speed focus,High
49,3,9203,1,0.5,0.579996208,2.5,0.298523583,speed focus,High
50,3,9203,1,1,0.790200958,4,0.139137271,speed focus,High
52,3,9203,1,1,0.851491333,2,0.917363583,speed focus,High
53,3,9203,1,1,0.594473854,4,0.258179937,speed focus,High
54,3,9203,1,1,0.776850125,4,0.26604625,speed focus,High
55,3,9203,1,1,0.961998167,3.5,0.418862396,speed focus,High
56,3,9203,1,1,0.719051167,4,0.249764896,speed focus,High
57,3,9203,1,1,0.723498916,4,0.160086584,speed focus,High
58,3,9203,1,0.5,0.63911725,1,0.560625833,speed focus,High
59,3,9203,1,1,0.732554583,3.5,0.437990083,speed focus,High
60,3,9203,1,1,1.021191459,2,0.514465625,speed focus,High
61,3,9203,1,1,0.784881396,4,0.186912541,speed focus,High
62,3,9203,1,1,1.117117271,3,0.288758666,speed focus,High
63,3,9203,1,0.5,0.596600146,2.5,1.137308458,speed focus,High
64,3,9203,1,0.5,0.662176146,3,3.090242979,speed focus,High
1,5,9290,1,1,1.006309146,4,0.138447146,speed focus,Low
3,5,9290,1,0.5,0.634053729,2.5,0.339142625,speed focus,Low
4,5,9290,1,0.5,0.568552021,3,0.598743562,speed focus,Low
5,5,9290,1,0.5,0.714686459,4,0.665823625,speed focus,Low
6,5,9290,1,1,0.711552021,4,0.170057083,speed focus,Low
7,5,9290,1,0.5,0.604396041,4,0.632215728,speed focus,Low
8,5,9290,1,0.5,0.788963521,4,0.272680375,speed focus,Low
10,5,9290,1,1,0.586305166,2.5,0.384528749,speed focus,Low
11,5,9290,1,1,0.91372877,4,0.606849542,speed focus,Low
12,5,9290,1,1,1.087550875,4,0.266954959,speed focus,Low
13,5,9290,1,1,0.751232667,4,0.130608062,speed focus,Low
14,5,9290,1,0.5,0.591913396,4,0.184944937,speed focus,Low
15,5,9290,1,0,0.407084458,4,0.188541312,speed focus,Low
17,5,9290,1,1,0.8305505,4,0.225159833,speed focus,Low
18,5,9290,1,1,0.761461917,4,0.424623709,speed focus,Low
19,5,9290,1,1,0.895842667,4,0.793679438,speed focus,Low
20,5,9290,1,1,1.090030833,3.5,0.866311125,speed focus,Low
21,5,9290,1,1,0.929113854,1.5,0.543719562,speed focus,Low
22,5,9290,1,0.5,0.844997,1.5,0.527563854,speed focus,Low
23,5,9290,1,1,0.670345416,4,0.302387417,speed focus,Low
24,5,9290,1,0.5,0.806478979,4,0.314615479,speed focus,Low
25,5,9290,1,0.5,0.728335687,3,1.381354208,speed focus,Low
26,5,9290,1,1,0.755729687,4,0.217616687,speed focus,Low
27,5,9290,1,1,0.680981729,4,0.235689501,speed focus,Low
28,5,9290,1,0.5,0.8534905,2.5,1.110856062,speed focus,Low
29,5,9290,1,1,0.830031145,4,0.118250687,speed focus,Low
30,5,9290,1,0.5,1.073790001,1,0.506003562,speed focus,Low
31,5,9290,1,1,0.727594041,4,0.343679208,speed focus,Low
32,5,9290,1,1,0.721948521,4,0.170916541,speed focus,Low
33,5,9290,1,0.5,1.044953146,2.5,0.49112952,speed focus,Low
34,5,9290,1,0.5,0.69726777,2,1.016487854,speed focus,Low
35,5,9290,1,1,0.765774396,4,0.167722896,speed focus,Low
36,5,9290,1,1,0.638236416,4,0.497834479,speed focus,Low
37,5,9290,1,1,0.746304792,4,0.218726396,speed focus,Low
38,5,9290,1,1,1.077579834,4,0.298073583,speed focus,Low
39,5,9290,1,1,0.789020812,3.5,1.412761896,speed focus,Low
40,5,9290,1,1,1.458006584,4,0.416670792,speed focus,Low
41,5,9290,1,1,1.056381749,4,0.29555075,speed focus,Low
42,5,9290,1,1,0.721803605,3,0.219354834,speed focus,Low
43,5,9290,1,1,0.610511355,4,0.414468895,speed focus,Low
44,5,9290,1,1,0.7620335,4,0.128342042,speed focus,Low
45,5,9290,1,1,0.743115355,4,0.130005417,speed focus,Low
46,5,9290,1,1,0.927356875,4,0.287263208,speed focus,Low
47,5,9290,1,1,1.004970709,4,0.189711416,speed focus,Low
48,5,9290,1,0.5,0.833979562,2.5,0.338069416,speed focus,Low
49,5,9290,1,0.5,0.614651937,2.5,0.312954646,speed focus,Low
50,5,9290,1,1,0.708613042,4,0.182977458,speed focus,Low
52,5,9290,1,0.5,0.813960791,2.5,0.805145708,speed focus,Low
53,5,9290,1,1,0.743633083,4,0.471930187,speed focus,Low
54,5,9290,1,1,0.734458584,4,0.410471125,speed focus,Low
55,5,9290,1,1,0.893672916,4,0.361654229,speed focus,Low
56,5,9290,1,1,0.788250979,4,0.115448458,speed focus,Low
57,5,9290,1,1,0.703964396,4,0.163785375,speed focus,Low
58,5,9290,1,0,0.671695209,2,0.689974625,speed focus,Low
59,5,9290,1,1,0.838234875,3,0.2465435,speed focus,Low
60,5,9290,1,1,1.201872563,1.5,0.300015062,speed focus,Low
61,5,9290,1,1,0.687160896,4,0.400350729,speed focus,Low
62,5,9290,1,1,0.895999125,4,0.298262042,speed focus,Low
63,5,9290,1,1,0.789638521,4,0.522053479,speed focus,Low
64,5,9290,1,1,0.662105854,3,0.74138825,speed focus,Low
1,5,9291,0,1,0.780606312,4,0.392087313,accuracy focus,Low
3,5,9291,0,1,0.842297938,4,0.194080563,accuracy focus,Low
4,5,9291,0,1,0.874350791,3,0.363668042,accuracy focus,Low
5,5,9291,0,1,1.194058979,1.5,0.34583,accuracy focus,Low
6,5,9291,0,0.5,0.818682959,2.5,0.644162625,accuracy focus,Low
7,5,9291,0,0,0.595608,4,0.630865875,accuracy focus,Low
8,5,9291,0,1,0.975325251,4,0.464243166,accuracy focus,Low
10,5,9291,0,1,1.035411521,3.5,1.558126583,accuracy focus,Low
12,5,9291,0,1,1.015912333,4,0.304805104,accuracy focus,Low
13,5,9291,0,1,0.825127209,4,0.188075854,accuracy focus,Low
14,5,9291,0,0.5,0.712890313,4,0.256738166,accuracy focus,Low
15,5,9291,0,1,0.853957312,4,0.164418812,accuracy focus,Low
17,5,9291,0,1,0.822306312,4,0.263993145,accuracy focus,Low
18,5,9291,0,1,0.911095625,3.5,6.713851542,accuracy focus,Low
19,5,9291,0,1,0.880098396,3,0.641561125,accuracy focus,Low
20,5,9291,0,1,1.014400854,4,0.769572459,accuracy focus,Low
21,5,9291,0,1,0.914108167,4,0.597951917,accuracy focus,Low
22,5,9291,0,1,1.028485355,3,0.437807542,accuracy focus,Low
23,5,9291,0,1,0.571372084,4,0.11938075,accuracy focus,Low
24,5,9291,0,1,0.824919625,4,0.227846333,accuracy focus,Low
25,5,9291,0,1,0.69215825,4,0.506678,accuracy focus,Low
26,5,9291,0,1,0.978186708,4,0.211992563,accuracy focus,Low
27,5,9291,0,1,0.923267229,4,0.285275083,accuracy focus,Low
28,5,9291,0,1,1.240861167,2.5,1.310701104,accuracy focus,Low
29,5,9291,0,1,0.791869021,4,0.212187875,accuracy focus,Low
30,5,9291,0,0.5,1.703110063,2.5,1.924701688,accuracy focus,Low
31,5,9291,0,1,0.788162667,4,0.355428896,accuracy focus,Low
32,5,9291,0,1,0.828841271,3.5,0.538073687,accuracy focus,Low
33,5,9291,0,1,1.091016542,4,0.548938209,accuracy focus,Low
34,5,9291,0,1,0.920164625,3.5,2.538300041,accuracy focus,Low
35,5,9291,0,1,1.304580042,4,0.216388542,accuracy focus,Low
36,5,9291,0,1,0.878002334,4,1.234066667,accuracy focus,Low
37,5,9291,0,1,0.896118729,2.5,0.352683417,accuracy focus,Low
38,5,9291,0,1,1.299979875,4,0.48162625,accuracy focus,Low
39,5,9291,0,1,1.168040666,2.5,2.066620334,accuracy focus,Low
40,5,9291,0,0.5,1.483923834,2.5,1.153205896,accuracy focus,Low
41,5,9291,0,0.5,0.906037208,2.5,1.006714271,accuracy focus,Low
42,5,9291,0,1,0.798129271,4,0.370997292,accuracy focus,Low
43,5,9291,0,1,0.687399167,4,0.36123,accuracy focus,Low
44,5,9291,0,1,1.512725917,4,0.168466687,accuracy focus,Low
45,5,9291,0,1,0.871608771,4,0.178247542,accuracy focus,Low
46,5,9291,0,1,0.889524479,4,0.238648291,accuracy focus,Low
47,5,9291,0,1,1.234258354,2.5,1.026376875,accuracy focus,Low
48,5,9291,0,0.5,0.752710833,2.5,0.442506562,accuracy focus,Low
49,5,9291,0,1,0.586377645,4,0.409208938,accuracy focus,Low
50,5,9291,0,1,1.032031729,4,0.402439584,accuracy focus,Low
52,5,9291,0,0.5,1.054072437,2.5,1.541576688,accuracy focus,Low
53,5,9291,0,0.5,1.155843896,4,0.307702104,accuracy focus,Low
54,5,9291,0,1,1.390299188,4,0.361482437,accuracy focus,Low
55,5,9291,0,1,1.493312104,3,1.536609792,accuracy focus,Low
56,5,9291,0,1,0.727284104,2.5,0.118718396,accuracy focus,Low
57,5,9291,0,0.5,0.77990023,2.5,0.762947355,accuracy focus,Low
58,5,9291,0,0.5,0.941539937,4,0.69692875,accuracy focus,Low
59,5,9291,0,1,1.046571833,2,0.805378959,accuracy focus,Low
60,5,9291,0,1,1.05213275,2.5,0.315100604,accuracy focus,Low
61,5,9291,0,1,0.802712208,4,0.283713792,accuracy focus,Low
62,5,9291,0,1,0.708541333,4,0.434544542,accuracy focus,Low
63,5,9291,0,1,0.924638729,4,0.825845084,accuracy focus,Low
64,5,9291,0,1,0.94180625,3.5,1.021589396,accuracy focus,Low
1,1,9349,1,0.5,0.8069205,4,0.120607792,speed focus,High
3,1,9349,1,1,0.690631875,1,0.218241563,speed focus,High
4,1,9349,1,0,0.684331541,2,1.193816771,speed focus,High
5,1,9349,1,0.5,0.697719562,2.5,0.562606666,speed focus,High
6,1,9349,1,1,0.70470777,4,0.139284438,speed focus,High
7,1,9349,1,0.5,0.806988625,4,0.170848229,speed focus,High
8,1,9349,1,1,0.603966709,4,0.192413417,speed focus,High
10,1,9349,1,0,1.08235725,2.5,0.328303562,speed focus,High
11,1,9349,1,0.5,1.246233979,2,1.025823354,speed focus,High
12,1,9349,1,1,0.640961458,4,0.23459925,speed focus,High
13,1,9349,1,0.5,1.037068959,1.5,0.782830209,speed focus,High
14,1,9349,1,0.5,0.564389291,4,0.228354812,speed focus,High
15,1,9349,1,0,0.423142625,4,0.178682521,speed focus,High
17,1,9349,1,1,0.84338725,4,0.249319979,speed focus,High
18,1,9349,1,0,0.960682292,3,1.108805188,speed focus,High
19,1,9349,1,0.5,0.967288187,3.5,0.770803291,speed focus,High
20,1,9349,1,0.5,0.79013825,3,0.425104625,speed focus,High
21,1,9349,1,1,0.66588675,1,0.323368083,speed focus,High
22,1,9349,1,1,0.657945792,2.5,0.468563604,speed focus,High
23,1,9349,1,0,0.546369334,4,0.132289875,speed focus,High
24,1,9349,1,1,0.962681604,4,0.286450542,speed focus,High
25,1,9349,1,0.5,0.876359542,1.5,1.632375604,speed focus,High
26,1,9349,1,0.5,0.941230583,1.5,0.178169042,speed focus,High
27,1,9349,1,0.5,0.718586687,4,0.252175229,speed focus,High
28,1,9349,1,0,0.931978437,1.5,0.629727958,speed focus,High
29,1,9349,1,1,0.718728646,4,0.159052229,speed focus,High
30,1,9349,1,0.5,0.903785375,2.5,0.50634152,speed focus,High
31,1,9349,1,0,0.79407725,3,0.378216792,speed focus,High
32,1,9349,1,1,1.040998646,2,0.609411187,speed focus,High
33,1,9349,1,1,0.846362354,3,0.556056813,speed focus,High
34,1,9349,1,0.5,0.684849375,2.5,0.440769937,speed focus,High
35,1,9349,1,0.5,0.794984458,3,0.336123437,speed focus,High
36,1,9349,1,1,0.697825854,4,0.817945666,speed focus,High
37,1,9349,1,0.5,0.982316625,3,0.179402042,speed focus,High
38,1,9349,1,1,0.896465417,2.5,0.303541729,speed focus,High
39,1,9349,1,1,0.529374021,3,0.68642702,speed focus,High
40,1,9349,1,0.5,0.995393959,4,0.371176041,speed focus,High
41,1,9349,1,1,0.946392437,3.5,0.491794541,speed focus,High
42,1,9349,1,0.5,1.078282104,4,0.195814646,speed focus,High
43,1,9349,1,1,0.788610646,4,0.863241937,speed focus,High
44,1,9349,1,0.5,1.033681459,3,0.161699084,speed focus,High
45,1,9349,1,0.5,0.769345958,4,0.387392313,speed focus,High
46,1,9349,1,0,1.458085792,2,0.256145959,speed focus,High
47,1,9349,1,0,0.954038667,2,0.436990875,speed focus,High
48,1,9349,1,0.5,0.949864417,1,0.411512604,speed focus,High
49,1,9349,1,0.5,0.734933646,2.5,0.482366416,speed focus,High
50,1,9349,1,1,0.946206458,2,0.304902063,speed focus,High
52,1,9349,1,1,0.610046521,3,1.346730354,speed focus,High
53,1,9349,1,0,0.716306083,4,0.179349458,speed focus,High
54,1,9349,1,0.5,0.819068292,4,0.287881625,speed focus,High
55,1,9349,1,0.5,0.963361645,2.5,0.68288625,speed focus,High
56,1,9349,1,1,0.690662417,2.5,0.30373948,speed focus,High
57,1,9349,1,1,0.66318077,4,0.353917437,speed focus,High
58,1,9349,1,0.5,0.636561688,1,0.522309416,speed focus,High
59,1,9349,1,0,0.8676785,1,0.462697479,speed focus,High
60,1,9349,1,0.5,1.455964021,1.5,0.2278025,speed focus,High
61,1,9349,1,1,0.647766917,4,0.274323771,speed focus,High
62,1,9349,1,0.5,1.032775917,4,0.178027063,speed focus,High
63,1,9349,1,0.5,0.793809833,2,1.361769021,speed focus,High
64,1,9349,1,0,0.954816979,1.5,0.507710604,speed focus,High
1,3,9371,0,1,0.679918584,3.5,0.554075604,accuracy focus,High
3,3,9371,0,1,0.9056805,3,0.321976937,accuracy focus,High
4,3,9371,0,1,0.60879477,2,0.497526042,accuracy focus,High
5,3,9371,0,0.5,0.875737499,1.5,0.776114292,accuracy focus,High
6,3,9371,0,0.5,0.766406979,2.5,0.570106083,accuracy focus,High
7,3,9371,0,1,0.764845041,2.5,0.243751792,accuracy focus,High
8,3,9371,0,1,1.685357708,4,0.6300685,accuracy focus,High
10,3,9371,0,1,0.935224792,2.5,0.554500563,accuracy focus,High
11,3,9371,0,1,1.001250229,3.5,0.746523521,accuracy focus,High
12,3,9371,0,1,1.174229,4,0.425308187,accuracy focus,High
13,3,9371,0,1,0.614004229,4,0.250247458,accuracy focus,High
14,3,9371,0,0.5,0.686739458,3,0.40912625,accuracy focus,High
15,3,9371,0,0.5,0.759281124,3,0.420860917,accuracy focus,High
17,3,9371,0,1,0.801985208,4,0.402531937,accuracy focus,High
18,3,9371,0,0.5,1.02842548,3.5,0.971966104,accuracy focus,High
19,3,9371,0,1,1.034775708,3,1.042574979,accuracy focus,High
20,3,9371,0,1,0.933809478,4,0.865725979,accuracy focus,High
21,3,9371,0,0,0.770309792,1,0.9007685,accuracy focus,High
22,3,9371,0,1,0.723410417,2.5,2.086163854,accuracy focus,High
23,3,9371,0,0.5,0.814908396,4,0.146438166,accuracy focus,High
24,3,9371,0,1,1.46553375,4,0.38598475,accuracy focus,High
25,3,9371,0,1,0.779428208,4,0.749282333,accuracy focus,High
26,3,9371,0,0,1.174371438,1,0.553498396,accuracy focus,High
27,3,9371,0,1,0.684357084,3.5,0.341716792,accuracy focus,High
28,3,9371,0,1,1.110766895,3,0.471819813,accuracy focus,High
29,3,9371,0,0.5,1.014022562,4,0.213389604,accuracy focus,High
30,3,9371,0,1,1.181232792,4,0.683259854,accuracy focus,High
31,3,9371,0,0.5,0.803517271,2.5,0.42354725,accuracy focus,High
32,3,9371,0,1,0.594783021,3,0.1691735,accuracy focus,High
33,3,9371,0,0.5,1.262911792,2.5,0.564995124,accuracy focus,High
34,3,9371,0,1,0.719505749,4,0.400089417,accuracy focus,High
35,3,9371,0,1,0.975901124,3.5,0.547306791,accuracy focus,High
36,3,9371,0,1,1.056184521,4,1.128248499,accuracy focus,High
37,3,9371,0,1,0.721412729,2,0.793547979,accuracy focus,High
38,3,9371,0,1,1.150029812,4,0.368809125,accuracy focus,High
39,3,9371,0,1,1.216479209,4,0.611722896,accuracy focus,High
40,3,9371,0,1,1.541381729,4,0.920394876,accuracy focus,High
41,3,9371,0,1,1.237125791,3,0.673623251,accuracy focus,High
42,3,9371,0,1,0.937289541,4,0.433182417,accuracy focus,High
43,3,9371,0,1,0.90723975,4,0.281302146,accuracy focus,High
44,3,9371,0,1,0.988359708,4,0.128567334,accuracy focus,High
45,3,9371,0,1,0.754462104,4,0.265627959,accuracy focus,High
46,3,9371,0,1,0.738304062,3.5,0.488894792,accuracy focus,High
47,3,9371,0,1,1.047105395,2.5,0.708886437,accuracy focus,High
48,3,9371,0,1,0.774570396,4,0.370085375,accuracy focus,High
49,3,9371,0,1,0.576453938,4,0.329872083,accuracy focus,High
50,3,9371,0,1,0.774873625,4,0.237374563,accuracy focus,High
52,3,9371,0,1,1.32867977,4,1.408384541,accuracy focus,High
53,3,9371,0,0.5,0.680606562,2.5,0.672379708,accuracy focus,High
54,3,9371,0,0.5,0.8144785,4,0.242650771,accuracy focus,High
55,3,9371,0,1,1.197709854,3.5,0.713435313,accuracy focus,High
56,3,9371,0,1,0.776052375,4,0.19247202,accuracy focus,High
57,3,9371,0,1,0.812361583,4,0.168384771,accuracy focus,High
58,3,9371,0,1,0.810582479,2.5,0.593715167,accuracy focus,High
59,3,9371,0,1,0.942861479,2,0.573125854,accuracy focus,High
60,3,9371,0,1,0.963975229,2,0.476665562,accuracy focus,High
61,3,9371,0,1,0.914076271,4,0.466440771,accuracy focus,High
62,3,9371,0,1,0.849345749,4,0.267085062,accuracy focus,High
63,3,9371,0,1,0.879480792,4,0.936758584,accuracy focus,High
64,3,9371,0,1,0.815852833,2.5,0.646137271,accuracy focus,High
1,2,9380,1,1,0.533309458,4,0.144591729,speed focus,Low
3,2,9380,1,1,0.541485563,4,0.137975687,speed focus,Low
4,2,9380,1,1,0.645344291,4,0.7143345,speed focus,Low
5,2,9380,1,1,0.549963042,3.5,0.265944958,speed focus,Low
6,2,9380,1,1,0.724955875,4,0.171162958,speed focus,Low
7,2,9380,1,0.5,0.637824792,3,0.121235917,speed focus,Low
8,2,9380,1,1,0.683758542,4,0.363322125,speed focus,Low
10,2,9380,1,1,0.688956104,4,0.492455146,speed focus,Low
11,2,9380,1,1,0.721534271,4,0.318871563,speed focus,Low
12,2,9380,1,1,0.776992959,4,0.328050229,speed focus,Low
13,2,9380,1,1,0.550112542,4,0.173430938,speed focus,Low
14,2,9380,1,1,0.538673603,4,0.177555771,speed focus,Low
15,2,9380,1,0,0.305008208,3,0.149460312,speed focus,Low
17,2,9380,1,1,0.644156271,4,0.226058042,speed focus,Low
18,2,9380,1,1,0.701838688,4,0.627697521,speed focus,Low
19,2,9380,1,1,0.631619688,4,0.449955375,speed focus,Low
20,2,9380,1,1,0.763069334,4,0.490163958,speed focus,Low
21,2,9380,1,1,0.555544083,4,0.841429917,speed focus,Low
22,2,9380,1,1,0.494400771,3.5,0.483969479,speed focus,Low
23,2,9380,1,1,0.568263917,4,0.072344187,speed focus,Low
24,2,9380,1,1,1.5402475,4,0.456003271,speed focus,Low
25,2,9380,1,1,0.611259271,4,1.223517646,speed focus,Low
26,2,9380,1,1,0.699993125,2.5,0.257926708,speed focus,Low
27,2,9380,1,1,0.502138729,3,0.406276374,speed focus,Low
28,2,9380,1,1,0.804998396,4,0.627183624,speed focus,Low
29,2,9380,1,1,0.759329979,4,0.145494605,speed focus,Low
30,2,9380,1,0.5,0.81940877,3,0.452710042,speed focus,Low
31,2,9380,1,1,0.732098292,3,0.23421423,speed focus,Low
32,2,9380,1,1,0.572872125,2.5,0.274965542,speed focus,Low
33,2,9380,1,1,0.634859417,4,0.367906084,speed focus,Low
34,2,9380,1,1,0.637519271,4,0.346829146,speed focus,Low
35,2,9380,1,1,0.657194562,4,0.234773354,speed focus,Low
36,2,9380,1,1,0.65445052,4,0.449597,speed focus,Low
37,2,9380,1,0,0.649252834,1.5,0.595506104,speed focus,Low
38,2,9380,1,1,0.557539,4,0.28604975,speed focus,Low
39,2,9380,1,1,0.571010188,3.5,0.388715375,speed focus,Low
40,2,9380,1,1,1.089143625,4,0.817536458,speed focus,Low
41,2,9380,1,1,0.835831833,4,0.328923438,speed focus,Low
42,2,9380,1,1,0.6762705,4,0.149508104,speed focus,Low
43,2,9380,1,1,0.564043313,4,0.218654147,speed focus,Low
44,2,9380,1,1,0.772582563,4,0.401199917,speed focus,Low
