subj,stim,mnist_index,cond,acc,rt,conf,conf_rt,sat,noise
1,5,9,1,0.5,0.646842521,4,0.153582938,speed focus,High
3,5,9,1,0,0.831068854,3,0.191706083,speed focus,High
5,5,9,1,0,1.04700327,3,0.708685146,speed focus,High
6,5,9,1,0,0.833389792,4,0.122551937,speed focus,High
7,5,9,1,0,0.735340291,4,0.155708645,speed focus,High
8,5,9,1,0.5,0.894140167,4,0.161458313,speed focus,High
10,5,9,1,1,1.077287166,3.5,0.461036084,speed focus,High
11,5,9,1,0,1.3413245,3,3.58752375,speed focus,High
12,5,9,1,0.5,0.852992354,4,0.515439229,speed focus,High
13,5,9,1,0,0.734424375,4,0.223323354,speed focus,High
14,5,9,1,0,0.499015354,3.5,0.733183021,speed focus,High
15,5,9,1,0.5,0.434694354,3.5,0.350850833,speed focus,High
17,5,9,1,0.5,0.915051583,4,0.169989416,speed focus,High
18,5,9,1,0,0.715159272,4,0.582855187,speed focus,High
19,5,9,1,0.5,1.1205545,3,0.560662563,speed focus,High
20,5,9,1,0.5,0.882736083,2,0.680061146,speed focus,High
21,5,9,1,0,0.663570396,1.5,0.700946083,speed focus,High
22,5,9,1,1,1.120745521,3,0.316541145,speed focus,High
23,5,9,1,0,0.645998709,4,0.1060935,speed focus,High
24,5,9,1,0.5,1.232640833,4,0.423326313,speed focus,High
25,5,9,1,0.5,0.859383396,3,1.542270417,speed focus,High
26,5,9,1,0,1.574442187,1,0.274969937,speed focus,High
27,5,9,1,1,0.707324396,4,0.452147541,speed focus,High
28,5,9,1,1,1.239339103,2.5,0.808850896,speed focus,High
29,5,9,1,0.5,0.987606501,2.5,0.505046208,speed focus,High
30,5,9,1,0.5,1.174213125,3.5,0.56992,speed focus,High
31,5,9,1,0.5,0.746719896,3.5,0.33693525,speed focus,High
32,5,9,1,0.5,0.802449896,1.5,0.496225917,speed focus,High
33,5,9,1,0,0.989465917,2.5,0.462332396,speed focus,High
34,5,9,1,0,0.592602167,2.5,0.290665729,speed focus,High
35,5,9,1,0.5,0.875285958,4,0.153079416,speed focus,High
36,5,9,1,1,0.824624625,4,0.282043333,speed focus,High
37,5,9,1,0,1.007268958,3,0.170566041,speed focus,High
38,5,9,1,0,0.798253624,4,0.284660729,speed focus,High
39,5,9,1,0,1.063582021,1.5,1.091722438,speed focus,High
40,5,9,1,0,1.120504354,2.5,0.865016354,speed focus,High
41,5,9,1,1,0.76253375,4,0.281925709,speed focus,High
42,5,9,1,1,1.274466333,4,0.123627042,speed focus,High
43,5,9,1,0,0.778039729,4,0.211786042,speed focus,High
44,5,9,1,0.5,0.990844896,3,0.153277354,speed focus,High
45,5,9,1,0.5,0.747726354,2.5,0.288714917,speed focus,High
46,5,9,1,0.5,1.300616521,2.5,0.570831916,speed focus,High
47,5,9,1,0,0.993131812,2.5,0.351024666,speed focus,High
48,5,9,1,0,0.898056104,3,0.257822583,speed focus,High
49,5,9,1,0.5,0.649682917,4,0.136810771,speed focus,High
50,5,9,1,0.5,0.82022148,4,0.214193437,speed focus,High
52,5,9,1,0.5,0.584500687,4,1.005538396,speed focus,High
53,5,9,1,0,0.810486229,2.5,0.585961478,speed focus,High
54,5,9,1,0,0.925072,2.5,0.369889667,speed focus,High
55,5,9,1,0,1.271404834,1.5,1.497890834,speed focus,High
56,5,9,1,1,0.767158979,4,0.078452834,speed focus,High
57,5,9,1,0,0.84593625,4,0.305859562,speed focus,High
58,5,9,1,0,0.657897062,2,0.384996,speed focus,High
59,5,9,1,0,0.664209417,2,0.246022667,speed focus,High
60,5,9,1,0,0.896806708,1,0.274658292,speed focus,High
61,5,9,1,1,0.753455771,4,0.185266666,speed focus,High
62,5,9,1,0.5,1.156959146,4,0.146016437,speed focus,High
63,5,9,1,0.5,0.885351729,2.5,0.801816583,speed focus,High
64,5,9,1,0.5,0.860557292,3,1.011647583,speed focus,High
1,3,33,1,1,0.540890917,4,0.153488792,speed focus,Low
3,3,33,1,1,0.597946188,4,0.299344813,speed focus,Low
4,3,33,1,1,0.562597729,2.5,0.888910708,speed focus,Low
5,3,33,1,0.5,0.959804563,3,0.280988979,speed focus,Low
6,3,33,1,0.5,0.564720751,4,0.364973021,speed focus,Low
7,3,33,1,1,0.705732209,4,0.147461292,speed focus,Low
8,3,33,1,1,0.606937353,4,0.165132334,speed focus,Low
10,3,33,1,1,0.679669291,4,0.284815229,speed focus,Low
11,3,33,1,1,0.673026541,4,0.380825354,speed focus,Low
12,3,33,1,1,1.127813125,4,0.273051,speed focus,Low
13,3,33,1,1,0.558585563,4,0.316118333,speed focus,Low
14,3,33,1,0.5,0.683693042,4,0.281559396,speed focus,Low
15,3,33,1,0.5,0.333130062,4,0.18173725,speed focus,Low
17,3,33,1,1,0.618199396,4,0.204014855,speed focus,Low
18,3,33,1,1,0.836850521,4,1.860122979,speed focus,Low
19,3,33,1,0.5,0.674593042,3.5,1.193536521,speed focus,Low
20,3,33,1,1,0.737684416,4,0.283664084,speed focus,Low
21,3,33,1,1,0.895019354,3.5,0.383870666,speed focus,Low
22,3,33,1,1,0.606633083,3,0.561776354,speed focus,Low
23,3,33,1,1,0.660419479,4,0.132734063,speed focus,Low
24,3,33,1,1,0.917667771,4,0.207260855,speed focus,Low
25,3,33,1,1,0.54330075,4,0.882047813,speed focus,Low
26,3,33,1,1,0.651573709,4,0.200968521,speed focus,Low
27,3,33,1,1,0.711275021,3.5,0.275643146,speed focus,Low
28,3,33,1,1,1.009939229,3.5,0.80198923,speed focus,Low
29,3,33,1,1,0.743330562,4,0.414778812,speed focus,Low
30,3,33,1,1,0.420420291,4,0.483448792,speed focus,Low
31,3,33,1,0.5,0.62435,3.5,1.720484229,speed focus,Low
32,3,33,1,1,0.599015334,3.5,0.377653646,speed focus,Low
33,3,33,1,1,0.83267325,4,0.35278275,speed focus,Low
34,3,33,1,1,0.637682417,2.5,4.001157937,speed focus,Low
35,3,33,1,1,1.284615104,3.5,0.186009666,speed focus,Low
36,3,33,1,1,0.721671104,4,0.506571187,speed focus,Low
37,3,33,1,0.5,0.626644646,2.5,0.369721583,speed focus,Low
38,3,33,1,1,1.049865896,4,0.291201312,speed focus,Low
39,3,33,1,0.5,0.747574979,1,0.733911125,speed focus,Low
40,3,33,1,1,1.334577875,4,0.392681771,speed focus,Low
41,3,33,1,1,0.752399895,4,0.342468729,speed focus,Low
42,3,33,1,0.5,0.781962604,2.5,0.90071,speed focus,Low
43,3,33,1,1,0.673399605,4,0.682735083,speed focus,Low
44,3,33,1,1,0.864471125,4,0.425006,speed focus,Low
45,3,33,1,1,0.761208958,4,0.331057666,speed focus,Low
46,3,33,1,1,0.700992021,3.5,0.267644854,speed focus,Low
47,3,33,1,1,0.751005812,4,0.427061708,speed focus,Low
48,3,33,1,1,0.592128208,4,0.216922583,speed focus,Low
49,3,33,1,1,0.480647938,4,0.281286813,speed focus,Low
50,3,33,1,1,0.910633875,4,0.153086437,speed focus,Low
52,3,33,1,0.5,0.704748604,3,1.046788458,speed focus,Low
53,3,33,1,0.5,0.467344563,2.5,0.831223104,speed focus,Low
54,3,33,1,1,0.748534604,4,0.34612225,speed focus,Low
55,3,33,1,1,0.781434729,4,0.539166855,speed focus,Low
56,3,33,1,1,0.534697959,4,0.301002083,speed focus,Low
57,3,33,1,1,0.529763917,4,0.129674146,speed focus,Low
58,3,33,1,1,0.534488646,1,0.442514396,speed focus,Low
59,3,33,1,1,0.584774042,4,0.522671021,speed focus,Low
60,3,33,1,1,1.007985146,3,1.097946251,speed focus,Low
61,3,33,1,1,0.798982938,4,0.201797854,speed focus,Low
62,3,33,1,1,0.666882458,4,0.145385,speed focus,Low
63,3,33,1,1,0.610575187,3.5,1.226881459,speed focus,Low
64,3,33,1,1,0.716866188,2.5,1.115565562,speed focus,Low
1,3,45,1,1,0.637635499,4,0.424843917,speed focus,Low
3,3,45,1,1,0.616587145,4,0.178560896,speed focus,Low
4,3,45,1,1,0.591984479,3.5,1.855762938,speed focus,Low
5,3,45,1,1,0.95567777,1,0.259452625,speed focus,Low
6,3,45,1,1,0.563677562,4,0.226962751,speed focus,Low
7,3,45,1,1,0.633561625,4,0.14461202,speed focus,Low
8,3,45,1,1,0.67916575,4,0.184995438,speed focus,Low
10,3,45,1,1,0.713257354,3,0.311344563,speed focus,Low
11,3,45,1,1,0.755286187,4,0.389519604,speed focus,Low
12,3,45,1,1,0.820279209,4,0.284585625,speed focus,Low
13,3,45,1,1,0.671996562,4,0.167062708,speed focus,Low
14,3,45,1,0,0.664556729,3,0.856366812,speed focus,Low
15,3,45,1,0,0.472563063,3.5,0.161166291,speed focus,Low
17,3,45,1,1,0.701478041,4,0.25771625,speed focus,Low
18,3,45,1,0.5,0.919930395,2.5,1.193894146,speed focus,Low
19,3,45,1,1,0.692645313,3,0.803175062,speed focus,Low
20,3,45,1,1,0.937852166,4,0.282519833,speed focus,Low
21,3,45,1,1,0.885395063,3.5,2.359456042,speed focus,Low
22,3,45,1,0.5,0.494555167,2.5,0.947538062,speed focus,Low
23,3,45,1,1,0.596082333,4,0.104126416,speed focus,Low
24,3,45,1,1,1.230189104,3.5,0.809807646,speed focus,Low
25,3,45,1,1,0.630747479,3,0.858623667,speed focus,Low
26,3,45,1,1,0.782599979,4,0.1774395,speed focus,Low
27,3,45,1,1,0.775075875,4,0.351488917,speed focus,Low
28,3,45,1,0.5,1.03858677,2,0.815990979,speed focus,Low
29,3,45,1,1,0.923626542,4,0.354235646,speed focus,Low
30,3,45,1,1,1.16898448,2.5,0.379721812,speed focus,Low
31,3,45,1,1,0.743802938,3.5,0.194570958,speed focus,Low
32,3,45,1,0.5,0.637455146,2.5,0.410447833,speed focus,Low
33,3,45,1,0.5,0.782529312,2.5,0.531516292,speed focus,Low
34,3,45,1,1,0.647093625,3.5,0.682391937,speed focus,Low
35,3,45,1,0.5,0.812016521,4,0.177442541,speed focus,Low
36,3,45,1,1,0.854627333,4,0.793635125,speed focus,Low
37,3,45,1,1,0.828798417,4,0.153357375,speed focus,Low
38,3,45,1,1,0.987839479,4,0.430556937,speed focus,Low
39,3,45,1,1,0.787909062,4,0.379041916,speed focus,Low
40,3,45,1,1,1.159827667,4,0.377076,speed focus,Low
41,3,45,1,1,0.85533298,4,0.3898335,speed focus,Low
42,3,45,1,1,0.977509854,4,1.273580375,speed focus,Low
43,3,45,1,1,0.699302958,4,0.175884646,speed focus,Low
44,3,45,1,1,0.779590625,4,0.128514938,speed focus,Low
45,3,45,1,0.5,0.536160208,2.5,0.369043625,speed focus,Low
46,3,45,1,1,0.827455812,4,0.277521958,speed focus,Low
47,3,45,1,1,0.795190646,4,0.456894708,speed focus,Low
48,3,45,1,1,0.780304313,4,0.370535583,speed focus,Low
49,3,45,1,1,0.549607979,4,0.201603084,speed focus,Low
50,3,45,1,1,0.875746271,4,0.105678895,speed focus,Low
52,3,45,1,0.5,0.672883146,2,2.154694979,speed focus,Low
53,3,45,1,1,0.5939875,4,0.210560104,speed focus,Low
54,3,45,1,1,0.837921084,4,0.321770333,speed focus,Low
55,3,45,1,1,0.765443604,4,0.291178166,speed focus,Low
56,3,45,1,1,0.591233979,4,0.202647104,speed focus,Low
57,3,45,1,1,0.69406125,4,0.146658062,speed focus,Low
58,3,45,1,0.5,0.606903271,2,0.536679855,speed focus,Low
59,3,45,1,1,0.755829896,3,0.421501542,speed focus,Low
60,3,45,1,1,0.823848104,1.5,0.304675854,speed focus,Low
61,3,45,1,1,0.692866521,4,0.264999334,speed focus,Low
62,3,45,1,1,0.961027021,2.5,0.37718825,speed focus,Low
63,3,45,1,1,0.680952812,3,0.52117227,speed focus,Low
64,3,45,1,1,0.64850225,3.5,0.805673876,speed focus,Low
1,2,48,0,1,0.702403417,4,0.459406875,accuracy focus,High
3,2,48,0,0,1.210728104,2.5,0.458556812,accuracy focus,High
4,2,48,0,0.5,0.75812475,3,0.489887479,accuracy focus,High
5,2,48,0,1,1.301662709,1.5,0.409554645,accuracy focus,High
6,2,48,0,0.5,0.958094354,4,0.192879583,accuracy focus,High
7,2,48,0,0.5,0.706349875,3,0.209893771,accuracy focus,High
8,2,48,0,0.5,1.791122229,3,0.656812021,accuracy focus,High
10,2,48,0,1,1.221078271,2.5,0.868773396,accuracy focus,High
11,2,48,0,0.5,0.936027708,3.5,1.880581458,accuracy focus,High
12,2,48,0,1,1.087279229,4,0.409673354,accuracy focus,High
13,2,48,0,1,0.630701104,4,0.275758687,accuracy focus,High
14,2,48,0,0.5,0.64291902,4,0.210690396,accuracy focus,High
15,2,48,0,1,0.78941775,4,0.135647146,accuracy focus,High
17,2,48,0,1,1.059901813,3,0.369389438,accuracy focus,High
18,2,48,0,0.5,1.34853025,2,0.825331999,accuracy focus,High
19,2,48,0,1,0.951525021,2.5,0.977806417,accuracy focus,High
20,2,48,0,1,0.877326688,3.5,0.593136146,accuracy focus,High
21,2,48,0,0.5,1.374240313,3,0.298839729,accuracy focus,High
22,2,48,0,0.5,0.847392542,2,0.402172146,accuracy focus,High
23,2,48,0,1,0.643022501,4,0.136562167,accuracy focus,High
24,2,48,0,1,1.085552063,3.5,0.472808917,accuracy focus,High
25,2,48,0,1,0.785543667,1,0.7285355,accuracy focus,High
26,2,48,0,0.5,0.969835104,1,0.322533646,accuracy focus,High
27,2,48,0,1,0.674114604,4,0.26145252,accuracy focus,High
28,2,48,0,1,0.953325375,3,0.601275417,accuracy focus,High
29,2,48,0,0.5,1.403661646,3.5,0.309686917,accuracy focus,High
30,2,48,0,1,1.043087167,4,0.491508917,accuracy focus,High
31,2,48,0,0.5,1.40294002,2,0.418263271,accuracy focus,High
32,2,48,0,0,1.222139708,2,0.50540425,accuracy focus,High
33,2,48,0,1,0.782334792,3.5,0.745932979,accuracy focus,High
34,2,48,0,0,1.296676333,2,0.314467938,accuracy focus,High
35,2,48,0,0.5,1.160356771,3,0.312372959,accuracy focus,High
36,2,48,0,1,0.918796166,4,0.649735041,accuracy focus,High
37,2,48,0,1,0.925266708,2,0.609769813,accuracy focus,High
38,2,48,0,1,0.815003542,3,0.473695167,accuracy focus,High
39,2,48,0,1,1.014199896,3,1.246822687,accuracy focus,High
40,2,48,0,0.5,2.136399708,3,1.03277502,accuracy focus,High
41,2,48,0,1,1.021301687,3.5,0.778609063,accuracy focus,High
42,2,48,0,1,1.155404542,4,0.387775542,accuracy focus,High
43,2,48,0,0.5,1.067117876,3,0.657574125,accuracy focus,High
44,2,48,0,0,1.055494688,2.5,0.145129021,accuracy focus,High
45,2,48,0,0.5,0.796345188,3,0.274280021,accuracy focus,High
46,2,48,0,0.5,1.121143291,2.5,0.499961875,accuracy focus,High
47,2,48,0,1,0.76605075,4,2.814443125,accuracy focus,High
48,2,48,0,0.5,0.684187312,3,0.801905791,accuracy focus,High
49,2,48,0,0.5,0.615998542,4,0.472315833,accuracy focus,High
50,2,48,0,1,0.792008145,4,0.187304063,accuracy focus,High
52,2,48,0,1,0.860498604,3.5,1.03055575,accuracy focus,High
53,2,48,0,0.5,0.89272525,2.5,0.227503729,accuracy focus,High
54,2,48,0,0.5,1.0502145,2.5,0.658849729,accuracy focus,High
55,2,48,0,1,0.867607771,3.5,0.465730708,accuracy focus,High
56,2,48,0,1,0.736752687,4,0.132808604,accuracy focus,High
57,2,48,0,1,0.599810812,4,0.155051,accuracy focus,High
58,2,48,0,1,1.074075459,2.5,0.49806752,accuracy focus,High
59,2,48,0,0.5,1.110674709,2,0.943566958,accuracy focus,High
60,2,48,0,1,0.75144423,2.5,0.357430459,accuracy focus,High
61,2,48,0,1,0.922522271,3,0.553474895,accuracy focus,High
62,2,48,0,0,0.863807188,4,0.194357604,accuracy focus,High
63,2,48,0,1,0.965165146,3,0.867276834,accuracy focus,High
64,2,48,0,1,0.882949208,3.5,0.768551958,accuracy focus,High
1,1,95,1,0.5,0.616210854,3,0.218771417,speed focus,Low
3,1,95,1,1,0.55211225,4,0.163904854,speed focus,Low
4,1,95,1,0.5,0.601973376,2,0.880318583,speed focus,Low
5,1,95,1,1,0.670076688,2,0.457732229,speed focus,Low
6,1,95,1,1,0.670744688,4,0.260512896,speed focus,Low
7,1,95,1,1,0.556577583,4,0.202105542,speed focus,Low
8,1,95,1,1,0.527801916,4,0.505572062,speed focus,Low
10,1,95,1,1,0.772613896,4,0.519184355,speed focus,Low
11,1,95,1,1,0.7359725,4,0.53959998,speed focus,Low
12,1,95,1,1,0.680231854,4,0.346391479,speed focus,Low
13,1,95,1,1,0.654348542,4,0.24307425,speed focus,Low
14,1,95,1,1,0.52456825,4,0.183788062,speed focus,Low
15,1,95,1,0.5,0.419834521,1.5,0.32747475,speed focus,Low
17,1,95,1,1,0.681993604,4,0.265783334,speed focus,Low
18,1,95,1,1,0.7632575,3,0.795172417,speed focus,Low
19,1,95,1,1,0.68872598,3.5,1.008766584,speed focus,Low
20,1,95,1,1,0.676953125,3.5,0.632535834,speed focus,Low
21,1,95,1,1,0.874912895,1.5,0.549826334,speed focus,Low
22,1,95,1,0.5,0.55891175,2,0.603907645,speed focus,Low
23,1,95,1,0.5,0.531156417,2.5,0.419335834,speed focus,Low
24,1,95,1,1,0.578363938,4,0.216632292,speed focus,Low
25,1,95,1,1,0.5861795,4,0.779564312,speed focus,Low
26,1,95,1,1,0.823512042,2.5,0.233144479,speed focus,Low
27,1,95,1,1,0.565170813,4,0.892271625,speed focus,Low
28,1,95,1,1,0.767518666,4,0.777954458,speed focus,Low
29,1,95,1,1,0.63542525,4,0.159362875,speed focus,Low
30,1,95,1,1,0.598080979,2.5,0.572455271,speed focus,Low
31,1,95,1,1,0.747577583,1,0.489138459,speed focus,Low
32,1,95,1,1,0.61587125,2,0.336559562,speed focus,Low
33,1,95,1,1,0.622198958,4,0.282191896,speed focus,Low
34,1,95,1,1,0.562273938,4,0.702868167,speed focus,Low
35,1,95,1,1,0.621075813,2.5,0.249433521,speed focus,Low
36,1,95,1,1,0.538477375,4,0.400031063,speed focus,Low
37,1,95,1,1,0.598490084,4,0.224647353,speed focus,Low
38,1,95,1,1,0.591026,4,0.279017146,speed focus,Low
39,1,95,1,1,0.610677938,3.5,0.744347355,speed focus,Low
40,1,95,1,1,0.683848125,4,0.306469271,speed focus,Low
41,1,95,1,1,0.750586479,4,0.193895917,speed focus,Low
42,1,95,1,1,0.827846917,4,0.219016917,speed focus,Low
43,1,95,1,1,0.558011146,4,0.35415525,speed focus,Low
44,1,95,1,1,0.819124625,4,0.416689772,speed focus,Low
45,1,95,1,1,0.589355771,4,0.387380291,speed focus,Low
46,1,95,1,1,0.743961229,4,0.323720208,speed focus,Low
47,1,95,1,1,0.845700583,3.5,0.681927313,speed focus,Low
48,1,95,1,1,0.685259187,4,0.40184775,speed focus,Low
49,1,95,1,1,0.497950437,4,0.279974312,speed focus,Low
50,1,95,1,1,0.633779084,4,0.407132646,speed focus,Low
52,1,95,1,1,0.470230542,4,0.988712583,speed focus,Low
53,1,95,1,1,0.527157916,4,0.315739624,speed focus,Low
54,1,95,1,1,0.717738042,4,0.274713459,speed focus,Low
55,1,95,1,1,0.674972646,3.5,0.658826396,speed focus,Low
56,1,95,1,1,0.550582813,4,0.260855605,speed focus,Low
57,1,95,1,1,0.546165187,4,0.170485063,speed focus,Low
58,1,95,1,1,0.517733604,3.5,0.729531417,speed focus,Low
59,1,95,1,1,0.816739625,3,0.785267354,speed focus,Low
60,1,95,1,1,0.707689938,2.5,0.495044625,speed focus,Low
61,1,95,1,1,0.688195917,4,0.200178792,speed focus,Low
62,1,95,1,1,0.900844334,4,0.323159312,speed focus,Low
63,1,95,1,1,0.665493646,3,1.73747448,speed focus,Low
64,1,95,1,1,0.558790667,3.5,0.799661333,speed focus,Low
1,7,112,1,0.5,1.161227625,3.5,0.2548955,speed focus,High
3,7,112,1,1,0.78255723,3,0.21155573,speed focus,High
4,7,112,1,0.5,0.715257209,2.5,1.590136437,speed focus,High
5,7,112,1,0.5,0.749087708,3.5,0.425822187,speed focus,High
6,7,112,1,0.5,0.882670396,4,0.2537775,speed focus,High
7,7,112,1,1,0.700368083,4,0.145818354,speed focus,High
8,7,112,1,1,0.737275187,4,0.151056375,speed focus,High
10,7,112,1,1,0.698882916,3,0.382044833,speed focus,High
11,7,112,1,1,1.220700979,3,0.864461001,speed focus,High
12,7,112,1,1,0.627957541,4,0.281411542,speed focus,High
13,7,112,1,0.5,0.831725667,3.5,0.325526271,speed focus,High
14,7,112,1,1,0.548833833,4,0.162873229,speed focus,High
15,7,112,1,0,0.306041417,4,0.365246583,speed focus,High
17,7,112,1,1,0.774409459,3,0.295978625,speed focus,High
18,7,112,1,1,0.639244229,3.5,0.660225917,speed focus,High
19,7,112,1,1,0.773211688,4,0.433821396,speed focus,High
20,7,112,1,0.5,0.977134625,1.5,1.130263083,speed focus,High
21,7,112,1,1,0.920645271,2,0.369601876,speed focus,High
22,7,112,1,1,0.872899167,2,0.643464041,speed focus,High
23,7,112,1,0.5,0.636242875,4,0.110779834,speed focus,High
24,7,112,1,1,1.00278325,4,0.278973834,speed focus,High
25,7,112,1,0.5,0.739983666,4,1.17157598,speed focus,High
26,7,112,1,0.5,0.953927688,2,0.264990917,speed focus,High
27,7,112,1,1,0.678758584,4,0.2714445,speed focus,High
28,7,112,1,1,0.863915563,2,1.585606896,speed focus,High
29,7,112,1,1,0.84198148,4,0.152381666,speed focus,High
30,7,112,1,1,0.731333083,4,0.620718375,speed focus,High
31,7,112,1,0.5,0.836569604,3.5,0.401294104,speed focus,High
32,7,112,1,0.5,1.001564751,3,0.329731417,speed focus,High
33,7,112,1,1,0.820722583,4,0.260507958,speed focus,High
34,7,112,1,1,0.871831146,3,0.969627896,speed focus,High
35,7,112,1,0.5,1.185040813,2.5,0.242022875,speed focus,High
36,7,112,1,1,0.676172833,4,0.785011625,speed focus,High
37,7,112,1,0,0.74273025,4,0.201087188,speed focus,High
38,7,112,1,1,0.97347575,4,0.270885333,speed focus,High
39,7,112,1,1,0.972059687,2,1.431273479,speed focus,High
40,7,112,1,1,0.636619458,4,0.2021555,speed focus,High
41,7,112,1,0,0.970137583,3,0.85143725,speed focus,High
42,7,112,1,1,1.127885229,3,0.159642646,speed focus,High
43,7,112,1,0,0.844815374,1,0.829684771,speed focus,High
44,7,112,1,0.5,0.987565625,2.5,0.161831687,speed focus,High
45,7,112,1,0.5,0.652703688,2.5,0.290704291,speed focus,High
46,7,112,1,1,1.247206333,3,0.202383438,speed focus,High
47,7,112,1,0,0.774157958,3,0.341256083,speed focus,High
48,7,112,1,0,0.893829895,1,0.778036917,speed focus,High
49,7,112,1,1,0.720109375,4,0.121479875,speed focus,High
50,7,112,1,0.5,0.969977083,3.5,0.687255188,speed focus,High
52,7,112,1,0.5,0.681719229,2,1.769598312,speed focus,High
53,7,112,1,1,0.583678437,4,0.240258542,speed focus,High
54,7,112,1,1,1.057630041,4,0.609786521,speed focus,High
55,7,112,1,1,1.021473104,4,0.448884375,speed focus,High
56,7,112,1,0.5,0.774864375,4,0.129420854,speed focus,High
57,7,112,1,0.5,0.708858688,4,0.304730749,speed focus,High
58,7,112,1,0,0.857951625,2,0.2655955,speed focus,High
59,7,112,1,0,0.71266598,1,0.60978798,speed focus,High
60,7,112,1,1,0.912254583,1.5,0.22348325,speed focus,High
61,7,112,1,1,0.590572771,4,0.151633604,speed focus,High
62,7,112,1,1,0.797523896,4,0.154469375,speed focus,High
63,7,112,1,0.5,0.830464875,2,1.06517175,speed focus,High
64,7,112,1,0.5,0.852143833,2.5,1.459623916,speed focus,High
1,8,147,0,1,0.823172396,2.5,0.569192521,accuracy focus,Low
3,8,147,0,1,0.664209458,4,0.216776646,accuracy focus,Low
4,8,147,0,1,0.699460729,4,0.266905063,accuracy focus,Low
5,8,147,0,1,0.726607458,3.5,0.24185252,accuracy focus,Low
6,8,147,0,0.5,0.746083896,4,0.446030375,accuracy focus,Low
7,8,147,0,1,0.608865208,4,0.148020355,accuracy focus,Low
8,8,147,0,1,1.073807625,4,0.518161187,accuracy focus,Low
10,8,147,0,1,0.772892249,4,0.380954104,accuracy focus,Low
11,8,147,0,1,0.757395708,4,0.31307677,accuracy focus,Low
12,8,147,0,1,0.99732625,4,0.353619145,accuracy focus,Low
13,8,147,0,1,1.059163542,4,0.226183312,accuracy focus,Low
14,8,147,0,0.5,0.555369687,3.5,0.273827187,accuracy focus,Low
15,8,147,0,1,0.608818875,4,0.16418725,accuracy focus,Low
17,8,147,0,1,0.835652896,4,0.280613625,accuracy focus,Low
18,8,147,0,1,1.348933334,4,1.334260916,accuracy focus,Low
19,8,147,0,1,0.764309563,4,0.481699479,accuracy focus,Low
20,8,147,0,1,0.862899521,4,0.313622187,accuracy focus,Low
21,8,147,0,1,1.309264083,4,2.97501975,accuracy focus,Low
22,8,147,0,0.5,0.685889499,3,0.908118208,accuracy focus,Low
23,8,147,0,1,0.514528875,4,0.167206833,accuracy focus,Low
24,8,147,0,1,0.688233646,4,0.202903479,accuracy focus,Low
25,8,147,0,1,0.685298646,4,0.804386437,accuracy focus,Low
26,8,147,0,1,0.840185729,4,0.234592375,accuracy focus,Low
27,8,147,0,1,0.594392021,4,0.271742542,accuracy focus,Low
28,8,147,0,1,0.809581291,3,0.50137375,accuracy focus,Low
29,8,147,0,1,1.079065271,4,0.5239175,accuracy focus,Low
30,8,147,0,1,1.185235146,4,0.428789708,accuracy focus,Low
31,8,147,0,1,0.793695292,3.5,0.346461187,accuracy focus,Low
32,8,147,0,1,1.083672063,3.5,0.889274084,accuracy focus,Low
33,8,147,0,1,0.809416771,4,0.312751354,accuracy focus,Low
34,8,147,0,1,1.205247229,3.5,0.497618042,accuracy focus,Low
35,8,147,0,1,1.120771958,3,0.559984083,accuracy focus,Low
36,8,147,0,1,0.786655604,4,0.715281187,accuracy focus,Low
37,8,147,0,1,0.860096208,4,0.521545938,accuracy focus,Low
38,8,147,0,1,0.831862834,4,0.387008167,accuracy focus,Low
39,8,147,0,1,0.939244375,4,0.577833312,accuracy focus,Low
40,8,147,0,1,0.671174125,4,0.257740812,accuracy focus,Low
41,8,147,0,1,0.887116125,4,0.381887666,accuracy focus,Low
42,8,147,0,1,0.83312775,4,0.404193104,accuracy focus,Low
43,8,147,0,1,0.786403708,4,0.681693395,accuracy focus,Low
44,8,147,0,1,0.779738458,4,0.195217875,accuracy focus,Low
45,8,147,0,1,0.629095292,4,0.184633417,accuracy focus,Low
46,8,147,0,1,0.602316938,4,0.382534605,accuracy focus,Low
47,8,147,0,1,0.871004458,4,0.347740063,accuracy focus,Low
48,8,147,0,1,0.649743813,4,0.481648959,accuracy focus,Low
49,8,147,0,1,0.577002666,4,0.258287499,accuracy focus,Low
50,8,147,0,1,0.763299771,4,0.298129354,accuracy focus,Low
52,8,147,0,1,0.911946271,4,1.102674833,accuracy focus,Low
53,8,147,0,1,0.835464479,4,0.273324292,accuracy focus,Low
54,8,147,0,1,0.950526584,4,0.338413021,accuracy focus,Low
55,8,147,0,1,0.987526146,3.5,0.913623521,accuracy focus,Low
56,8,147,0,1,0.613299229,4,0.288049229,accuracy focus,Low
57,8,147,0,1,0.614078521,4,0.218025979,accuracy focus,Low
58,8,147,0,1,0.896213645,4,0.584983458,accuracy focus,Low
59,8,147,0,1,1.000198188,3.5,1.483971708,accuracy focus,Low
60,8,147,0,1,0.841001813,4,0.234118104,accuracy focus,Low
61,8,147,0,1,0.734304541,4,0.401050125,accuracy focus,Low
62,8,147,0,1,0.696628146,4,0.128976605,accuracy focus,Low
63,8,147,0,1,0.731314354,3.5,0.751367166,accuracy focus,Low
64,8,147,0,1,0.867588541,4,0.715855563,accuracy focus,Low
1,2,150,0,1,0.679514124,4,0.283330167,accuracy focus,Low
3,2,150,0,1,0.753159875,4,0.249882104,accuracy focus,Low
4,2,150,0,1,0.625308417,3,0.413372771,accuracy focus,Low
